"Name","NumOfPublications"
IEEE International Workshop on Rapid System Prototyping,401
IEEE METRICS,322
IEEE MS,141
IEEE PACT,330
IEEE Pacific Rim Conference on Multimedia,313
IEEE RFID,81
IEEE Real Time Technology and Applications Symposium,291
IEEE Real-Time and Embedded Technology and Applications Symposium,345
IEEE SCC,1058
IEEE SENSORS,3074
IEEE Security in Storage Workshop,39
IEEE Symposium on Computer Arithmetic,683
IEEE Symposium on Mass Storage Systems,138
IEEE Symposium on Parallel and Large-Data Visualization and Graphics,35
IEEE Symposium on Security and Privacy,517
IEEE Symposium on Security and Privacy Workshops,278
IEEE VAST,489
IEEE VIS (Short Papers),249
IEEE Visualization,1203
IEEE WISA,251
IEEE/Nagoya-University World Wisepersons Workshop,28
IEEM,3029
IES,143
IESA,200
IESD@ISWC,22
IESS,561
IF&GIS,118
IFAC HMS,257
IFDaD,17
IFIP AI,140
IFIP CAI,93
IFIP Congress,1397
IFIP Congress (1),421
IFIP Congress (2),495
IFIP Congress (3),129
IFIP Int. Conf. Digital Forensics,401
IFIP Networking,126
IFIP TC12 ICIS,178
IFIP TCS,295
IFIP-WADL,14
IFIPIoT,37
IFIPIoT (1),34
IFIPIoT (2),31
IFIPIoT@WCC,19
IFIPJWC,55
IFIPTM,277
IFL,349
IFM,460
IFM Doctoral Symposium,7
IFMT,23
IFSA/NAFIPS,339
IFTC,271
IFTC (1),30
IFTC (2),29
IGARSS,31112
IGARSS (1),187
IGARSS (2),609
IGARSS (3),635
IGARSS (4),623
IGARSS (5),273
IGCC,225
IGIC,133
IGS,43
IGSC,278
IGSC (Workshops),30
IGTA,280
IH&MMSec,319
IHAW,36
IHC,890
IHC (Companion),67
IHCI,362
IHCI (1),86
IHCI (2),79
IHI,239
IHIET,157
IHIET (Paris),264
IHM,763
IHM (Adjunct),33
IHN,25
IHSED,338
IHSI,459
IHTC,149
IIAI-AAI,1849
IIAI-AAI-Winter,163
IICAI,868
IICAIET,350
IICIS,118
IICS,222
IIES@EuroSys,17
IIH-MSP,2068
IIH-MSP (1),149
IIH-MSP (2),96
IIKI,427
IIMSS,267
IINTEC,119
IIR,303
IIS,93
IISA,1171
IISSC/CN4IoT,27
IISWC,466
IIT,168
IITSI,226
IIiX,226
IJCAI,12862
IJCAI (1),170
IJCAR,456
IJCB,633
IJCCGGT,23
IJCCI,775
IJCCI (ECTA),130
IJCCI (FCTA),64
IJCCI (NCTA),159
IJCCI (Selected Papers),117
IJCKG,49
IJCKG (Workshop/Poster/Demo),13
IJCNLP,803
IJCNN,14262
IJCRS,237
IJTCS-FAW,28
IKE,670
ILC,63
ILOG@BIR,15
ILP,569
ILP (Late Breaking Papers),67
ILP (Short Papers),14
ILPS,249
ILS,14
IM,995
IMA Conference on the Mathematics of Surfaces,226
IMACC,394
IMAGAPP/IVAPP,58
IMAMR,17
IMAWM,142
IMBSA,94
IMC,174
IMCL,342
IMCOM,988
IMCSIT,372
IMDM@VLDB,28
IMDM@VLDB (Revised Selected Papers),12
IMECS,651
IMET,59
IMF,110
IMIS,1210
IMLA@UNILOG,7
IMMERSCOM,44
IMMPD@ACM Multimedia,24
IMMS,276
IMMoA,19
IMPEX/FM&MDD,9
IMPROVE,104
IMR,596
IMS,76
IMS (CLCO),60
IMS (ISESCTF),76
IMS (SCEE),66
IMSA,368
IMSCCS,134
IMSE,123
IMTCI,26
IMTIC,49
IMVIP,60
IMW,158
IMX,245
IMYCS,61
IN4PL,107
IN4PL (Revised Selected Papers),10
INA-OCMC@HiPEAC,43
INAP,77
INAP (LNCS Volume),25
INAP/WLP,61
INAUT,13
INC,134
INCoS,1242
INDC,90
INDIN,2199
INDIS@SC,44
INDOCRYPT,669
INDOCRYPT (1),17
INDOCRYPT (2),13
INEX,363
INFINITY,103
INFLOW@SOSP,16
INFOCOM,9299
INFOCOM Workshops,2204
INFORSID,898
INFOS,855
INFOVIS,296
INISCOM,126
INISTA,715
INLG,721
INM@SIGCOMM,32
INNS Conference on Big Data,125
INNS-CIIS,35
INNSBDDL,40
INNSBDDL (Tutorials),9
INOC,130
INRA/IWILDS@SIGIR,11
INRA@RecSys,32
INSCI,131
INSCI Workshops,44
INSID,19
INSS,123
INT/WICED@AIIDE,11
INTAP,212
INTELLCOMM,58
INTELLECT,64
INTERACT,1016
INTERACT (1),479
INTERACT (2),552
INTERACT (3),310
INTERACT (4),596
INTERACT (Workshops),46
INTERACT Workshops,29
INTERSPEECH,18925
INTERWORKING,62
INTETAIN,338
INTRUST,125
INTSYS,129
INVIT,28
IOLTS,1094
IOLTW,138
IOPADS,33
IOSec/MSTEC/FINSEC@ESORICS,19
IOSec@RAID,13
IOT,391
IOTSMS,99
IOV,182
IP&C,397
IPAS,490
IPAW,259
IPCAI,96
IPCAT,52
IPCC,345
IPCCC,1555
IPCO,867
IPCV,668
IPDPS,5461
IPDPS Workshops,3230
IPDRM@SC,18
IPEC,894
IPIN,1219
IPIN-WiP,108
IPMI,930
IPMU,330
IPMU (1),455
IPMU (2),456
IPMU (3),244
IPMV,103
IPOM,97
IPPS,871
IPPS/SPDP,241
IPPS/SPDP Workshops,246
IPS-RCRA@AI*IA,17
IPS/RiCeRcA/SPIRIT@AI*IA,16
IPSN,1286
IPT/EGVE,106
IPTA,729
IPTComm,133
IPTPS,212
IQ,154
IQIS,25
IQSP,402
IRAL,61
IRC,535
IRCDL,411
IRE-ACM-AIEE Computer Conference (Eastern),49
IRE-AIEE-ACM Computer Conference (Eastern),62
IRE-AIEE-ACM Computer Conference (Western),207
IREHI,35
IRFC,60
IRI,1910
IRI (best papers),16
IRIACV,105
IRICT,222
IRICT (2),28
IROS,22787
IROS (Selected Papers),50
IRPS,1373
IRREGULAR,125
IRTAW,204
IS,174
IS&N,304
IS&O,46
IS-EUD,211
IS/KI,43
ISA,238
ISA@SIGSPATIAL,18
ISAAC,2124
ISACom@MobiCom,22
ISADS,889
ISAGA,131
ISAIM,341
ISAIMS,486
ISAMSR,102
ISAR,56
ISARCS,29
ISAS,83
ISAT (1),106
ISAT (2),104
ISAT (3),104
ISAT (4),46
ISAV@SC,67
ISAmI,432
ISBA,133
ISBAST,133
ISBDAI,217
ISBI,7651
ISBMDA,136
ISBMS,80
ISBRA,640
ISC,1025
ISC Workshops,347
ISC2,919
ISCA,2262
ISCA Workshops,29
ISCAS,18221
ISCAS (1),1318
ISCAS (2),1129
ISCAS (3),1268
ISCAS (4),1363
ISCAS (5),1260
ISCAS (6),372
ISCBI,51
ISCC,4829
ISCCSP,292
ISCE,267
ISCID,312
ISCID (1),611
ISCID (2),608
ISCIS,974
ISCISC,197
ISCIT,1069
ISCO,336
ISCOPE,84
ISCRAM,1465
ISCRAM-med,78
ISCSIC,290
ISCSLP,1047
ISCT,107
ISCTCS,193
ISD,826
ISD (1),43
ISD (2),44
ISD (Selected Papers),15
ISDA,1934
ISDA (1),504
ISDA (2),502
ISDA (3),222
ISDA (4),57
ISDCS,152
ISDDC,25
ISDF,20
ISDFS,444
ISDMCI,192
ISDOC,61
ISDT,79
ISE@APSEC,27
ISEA-ISAP,22
ISEC,509
ISED,420
ISER,972
ISESE,177
ISESS,273
ISGT,1791
ISGT Asia,814
ISGT Europe,1879
ISGT-Europe,643
ISHPC,288
ISI,2085
ISI (1),59
ISI (2),26
ISIA,151
ISIC,1240
ISICA,490
ISICA (1),106
ISICA (2),83
ISICDM,151
ISICT,152
ISIE,3421
ISIP,220
ISIPS,13
ISIPTA,364
ISIT,11671
ISITA,950
ISIVC,203
ISKE,1065
ISKO-UK,13
ISLPED,1918
ISM,2191
ISM/AITM,12
ISM@FedCSIS,30
ISMAR,1407
ISMAR Adjunct,806
ISMAR-MASH'D,33
ISMB,429
ISMB (Supplement of Bioinformatics),222
ISMB/ECCB (Supplement of Bioinformatics),121
ISMCO,28
ISMDA,125
ISMICT,422
ISMIR,2394
ISMIS,1555
ISMIS (Industrial Paper),15
ISMM,758
ISMP,24
ISMR,225
ISMSE,240
ISMSI,81
ISMVL,1704
ISNCC,1055
ISNN,336
ISNN (1),1388
ISNN (2),1534
ISNN (3),525
ISOCC,1509
ISOEN,252
ISORC,1127
ISORC Workshops,118
ISOTAS,52
ISPA,1544
ISPA Workshops,244
ISPA/BDCloud/SocialCom/SustainCom,934
ISPACS,1470
ISPAN,771
ISPASS,761
ISPCS,72
ISPD,983
ISPDC,714
ISPEC,613
ISPLC,225
ISPR (1),22
ISPR (2),24
ISPW,376
ISQED,2681
ISR,353
ISRR,481
ISRR (1),32
ISRR (2),41
ISS,277
ISS Companion,104
ISSA,439
ISSA (Revised Selected Papers),14
ISSA/CSITS@ESORICS,12
ISSAC,1880
ISSADS,77
ISSCC,4548
ISSE,687
ISSEP,330
ISSI,832
ISSNIP,292
ISSP,21
ISSPA,1761
ISSPIT,985
ISSRE,1348
ISSRE Workshops,742
ISSS,301
ISSSE,103
ISSTA,1044
ISSoC,80
IST,917
ISTA,125
ISTAS,987
ISTC,394
ISTCS,138
ISTT,177
ISUVR,90
ISVC,163
ISVC (1),1138
ISVC (2),1158
ISVD,211
ISVLSI,1930
ISVLSI (Selected papers),21
ISW,80
ISW-LOD@IBERAMIA,7
ISWC,1487
ISWC (1),476
ISWC (2),377
ISWC (Industry Track),31
ISWC (Posters & Demos),568
ISWC (Posters/Demos/Industry),191
ISWCS,2697
ISWPC,192
ISWSA,49
IScIDE,440
IScIDE (1),114
IScIDE (2),100
ISecIT,44
ISoLA,197
ISoLA (1),305
ISoLA (2),284
ISoLA (3),94
ISoLA (4),85
ISoLA (Revised Selected Papers),10
ISoLA Workshops,20
IT Revolutions,46
IT&I,124
IT&I Workshops,132
ITA,676
ITAMS,130
ITASEC,173
ITAT,387
ITBAM,123
ITC,5425
ITC-Asia,186
ITCC,507
ITCC (1),285
ITCC (2),316
ITCH,366
ITCS,1084
ITDRR,132
ITEE,245
ITEM,107
ITEST,45
ITG Conference on Speech Communication,111
ITG Symposium on Speech Communication,194
ITHET,540
ITHGC,9
ITI,384
ITIB,219
ITITS,108
ITITS (1),78
ITITS (2),56
ITN-DCH,30
ITNAC,545
ITNG,1964
ITP,456
ITPM,130
ITQM,1248
ITRE,160
ITRS,53
ITS,1123
ITS Workshops,26
ITSC,8034
ITST,350
ITTAP,154
ITTMM,27
ITW,2412
ITWP,29
ITiCSE,2609
ITiCSE (1),251
ITiCSE (2),198
ITiCSE-WGR,211
IUCS,150
IUI,1841
IUI Companion,616
IUI Workshops,293
IUKM,297
IV,3923
IVA,1264
IVAPP,78
IVCNZ,802
IVIC,454
IVME,19
IVMSP,227
IVSP,142
IVSW,70
IVUS,124
IW-FCV,93
IW-MMDBMS,64
IWAAL,203
IWAAPF@ICSE,29
IWAENC,451
IWAI,81
IWAIPR,127
IWAN,163
IWANN,762
IWANN (1),886
IWANN (2),910
IWAR,49
IWASI,304
IWBBIO,464
IWBBIO (1),300
IWBBIO (2),305
IWBF,283
IWBIS,173
IWCC,119
IWCDF@ICDAR,12
IWCF,57
IWCIA,588
IWCIA (Special Track on Applications),7
IWCIA Special Track on Applications,56
IWCIM,58
IWCIT,176
IWCM,18
IWCMC,4822
IWCS,173
IWCS (1),27
IWCTS@SIGSPATIAL,95
IWDC,259
IWDM,114
IWDOM,30
IWDW,727
IWEC,65
IWEI,85
IWESEP,50
IWESQ/QuASoQ@APSEC,14
IWESQ@APSEC,30
IWFHR,188
IWFM,69
IWGS,37
IWGS@SIGSPATIAL,19
IWHD,27
IWIA,64
IWIC,88
IWIFSGN@FQAS,34
IWIL@LPAR,30
IWINAC (1),545
IWINAC (2),490
IWIPS,105
IWIS,72
IWLCS,97
IWMCP@ICMT,18
IWMM,48
IWMM/GIAE,31
IWMSE@ICSE,49
IWNC,66
IWOBI,143
IWOCA,571
IWOCL,289
IWOMP,352
IWPACBB,61
IWPC,267
IWPEC,103
IWPSE,182
IWPT,389
IWQoS,1110
IWRT,61
IWSAS,39
IWSC,168
IWSDA,284
IWSDS,356
IWSEC,359
IWSECO,12
IWSECO@ICSOB,22
IWSG,87
IWSLT,552
IWSLT (Evaluation Campaign),88
IWSLT@ACL,86
IWSM,20
IWSM-Mensura,130
IWSM/Mensura,217
IWSOC,241
IWSOS,134
IWSPA@CODASPY,108
IWSPM,52
IWSSD,182
IWSSIP,652
IWSSL,26
IWST,113
IWSW,23
IWTCS,47
IWUC,48
IWWERT,27
IWoR@ASE,16
IXR@MM,19
IbPRIA,652
IbPRIA (1),218
IbPRIA (2),217
IberEval@SEPLN,75
IberLEF@SEPLN,469
IberSPEECH,221
Image Processing: Algorithms and Systems,663
Image Processing: Machine Vision Applications,163
Imaging Sensors and Systems,59
Imaging and Multimedia Analytics at the Edge,19
Imaging and Printing in a Web 2.0 World,69
Implementation of Functional Languages,36
InVis.au,58
IndiaHCI,135
InfQ@VALUETOOLS,13
InfoSecCD,190
Informatics,25
Informatics Curricula and Teaching Methods,15
Informatics and Psychology Workshop,73
Informatics in Higher Education,29
Informatik für den Umweltschutz,158
Informatik in der DDR,84
Informatikanwendungen im Umweltbereich,20
Informatiktage,575
Information Hiding,363
Information Retrieval,32
Information Technology in Educational Management,32
Information Theory and Applications,49
Information and Communication Technologies and Real-Life Learning,32
Infoscale,211
Infrastructure for Mobile and Wireless Systems,17
Innovate-Data,36
Inscrypt,527
Inscrypt (1),24
Inscrypt (2),29
Instinctive Computing Workshop,10
Int. CMG Conference,3672
Int. Conf. on Membrane Computing,229
Int. Sym. Wikis,227
IntCAD,20
IntRS@RecSys,95
IntSol,50
IntSol Workshops,21
Integrated Network Management,886
Integration in Production Management Systems,25
Integration von Umweltdaten,30
IntelITSIS,226
IntelliSys (1),452
IntelliSys (2),453
IntelliSys (3),186
Intelligent Environments,597
Intelligent Environments (Workshops),747
Intelligent Information Processing,474
Intelligent Information Systems,320
Intelligent Memory Systems,17
Intelligent Narrative Technologies,43
Intelligent Robots,27
Intelligent Robots and Computer Vision: Algorithms and Techniques,157
Intelligent Tutoring Systems,937
Intelligent Vehicles Symposium,2146
InterDB@COORDINATION,8
InterIoT/SaSeIoT,33
InterOSS@IoT,12
InterSol,113
InterSol/CNRIA,31
Interacción,538
Interacción (selected papers),16
Interaction between Compilers and Computer Architectures,62
Interactive Decision Theory and Game Theory,22
Interconnection Networks and Mapping and Scheduling Parallel Computations,25
International ACM Conference on Assistive Technologies,56
International Conference on Computational Science,1035
International Conference on Computational Science (1),721
International Conference on Computational Science (2),691
International Conference on Computational Science (3),663
International Conference on Computational Science (4),323
International Conference on Evolutionary Computation,319
International Conference on Finite Fields and Applications,20
International Conference on Internet Computing,905
International Conference on Supercomputing,348
International Conference on Virtual Storytelling,113
International Conference on Wireless Networks,245
International KEYSTONE Conference,61
International Sympoisum on Theoretical Programming,25
International Symposium on Rapid System Prototyping,54
International Workshop on Constraint Solving and Constraint Logic Programming,15
Internet Measurement Conference,812
Internet Measurement Workshop,70
Internet-QoE@SIGCOMM,19
Internetware,336
Interval Mathematics,52
IoECon,23
IoT,53
IoT 360 (1),60
IoT 360 (2),59
IoT S&P@CCS,30
IoT360 (1),51
IoT360 (2),44
IoTBDS,374
IoTDI,338
IoTPTS@AsiaCCS,22
IoTSMS,183
IoTaIS,242
IoTaaS,234
JAC,49
JAMAICA@ISSTA,21
JBIDI,114
JC&S,54
JCC-BD&ET,52
JCDCG,116
JCDCGG,43
JCDCGGG,15
JCDKB,73
JCDL,2293
JCIS,671
JCKBSE,262
JCSG,225
JCSSE,455
JELIA,700
JEP-TALN-RECITAL (1),162
JEP-TALN-RECITAL (2),62
JEP-TALN-RECITAL (3),26
JFIADSMA,104
JFIM,20
JFLA,48
JFPL,51
JFPLC,263
JFSMA,483
JIAF,42
JICSLP,116
JIDBD,73
JIISIC,184
JINIS,24
JISBD,590
JIST,263
JIST (2),23
JIST (Workshops & Posters),73
JMLC,110
JOBIM,14
JOWO,350
JSAI,172
JSAI Workshops,179
JSAI-isAI Workshops,396
JSSPP,328
JT@ISWC,12
JTRES,200
JURIX,559
JURIX (Doctoral Consortium),14
JURSE,487
Java Grande,105
Java Virtual Machine Research and Technology Symposium,42
Java-Informations-Tage,61
Jerusalem Conference on Information Technology,204
Joint International Conference on Cognitive and Systematic Musicology,34
K,11
K-CAP,453
K-CAP Workshops,14
K4CARE,13
K4HelP,13
KBCS,48
KBNets@SIGCOMM,15
KBSE,143
KDD,5758
KDD Cup,36
KDD Tutorial Notes,14
KDD Workshop on Knowledge Discovery from Sensor Data,33
KDECB,13
KDH@IJCAI,44
KDID,72
KDIR,903
KDPD,16
KDWeb,43
KEKI/NLP&DBpedia@ISWC,11
KELVAR@VR,17
KEOD,744
KES,4870
KES (1),829
KES (2),1009
KES (3),822
KES (4),245
KES (Selected Papers),21
KES-AMSTA,747
KES-HCIS,79
KES-IDT,213
KES-IDT (1),103
KES-IDT (2),65
KESE,33
KESE@ECAI,21
KESW,125
KEYS,32
KGCW@ESWC,36
KGSWC,103
KGSWC Workshops,15
KI,1057
KI (Workshops),15
KI Workshop on Reference Ontologies and Application Ontologies,7
KICSS,220
KIFS,51
KKA,214
KKIO Software Engineering Conference,46
KKIO@FedCSIS,7
KMGov,69
KMIS,581
KMO,514
KNOW@LOD,34
KONT/KPP,22
KONVENS,462
KR,1417
KR-MED,48
KR4HC,41
KR4HC/ProHealth,23
KR4HC/ProHealth@HEC,9
KR4L@ECAI,9
KRAMAS,11
KRDB,142
KSE,731
KSE (1),36
KSE (2),40
KSEM,712
KSEM (1),261
KSEM (2),217
KSEM (3),94
KST,434
KTW,44
KaRS@CIKM,7
KaRS@RecSys,38
Kaleidoscope,311
"Keller, Stack und automatisches Gedächtnis",6
KiTS@MICCAI,45
KiVS,163
KnowRight,40
Knowledge Intensive CAD,34
Knowledge Representation and Organization in Machine Learning,16
Knowledge and Data Management in GRIDs,16
Knowledge-Based Reactive Scheduling,13
Kognitive Aspekte der Mensch-Computer-Interaktion,17
Koli Calling,542
Kommunikation in Verteilten Systemen,470
Konzeption und Einsatz von Umweltinformationssystemen,34
Koordination von Informationen,30
Krypto-Tag,62
Kurt Gödel Colloquium,64
Kyoto International Conference on Digital Libraries,71
KyotoCGGT,25
Künstliche Intelligenz - Leitvorstellungen und Verantwortung (2),15
L4DC,412
L@S,685
LA-CCI,376
LA-NMR,93
LA-WEB,191
LACL,169
LACPV@CAV,9
LADC,296
LADIS,27
LADS,37
LAFM,9
LAGOS,185
LAK,1013
LAK (Data Challenge),17
LAK Workshops,49
LALA,26
LAM@LICS,10
LAMAS,14
LAMBDA-PhD,11
LANC,121
LANMAN,513
LANMR,51
LANMR (Selected Papers),27
LANOMS,207
LAPTEC,55
LARS/SBR,197
LARS/SBR/WRE,522
LASCAS,950
LASD,27
LASER Summer School,27
LASI-SPAIN,71
LAScarQS@MICCAI,16
LATA,660
LATE@AOSD,17
LATIN,819
LATINCOM,593
LATINCRYPT,164
LATS,353
LATW,395
LAW@ACL,151
LAWCC@CLEI,56
LBM (Short Papers),8
LBS,58
LBSN@SIGSPATIAL/GIS,21
LCC,26
LCMAS,25
LCN,3472
LCN Symposium,41
LCN Workshops,294
LCPC,846
LCR,108
LCT,52
LCTES,473
LChange@ACL,58
LD4IE@ISWC,34
LDAC,69
LDAV,236
LDIC,318
LDK,104
LDL@LREC,25
LDOW,122
LDOW@WWW,46
LDT,30
LDTA,68
LDTA@ETAPS,90
LEET,69
LENLS,34
LENS@SIGSPATIAL,19
LESS,47
LFCS,317
LFM@IJCAR,11
LFMTP,71
LFMTP@CADE,12
LFMTP@FLoC,12
LFMTP@FSCD,11
LFMTP@LICS,17
LICS,2088
LID,14
LIDTA@ECML/PKDD,20
LIFELIKE,22
LIMITS,54
LINEARITY,29
LINHAC,18
LION,581
LISA,807
LISA-NT,30
LISC@ISWC,36
LISP and Functional Programming,203
LIX,14
LLVM-HPC@SC,28
LLVM@SC,14
LMAC,33
LMCS,14
LMO,167
LMSA@ICSE,17
LOAIT,10
LOD,199
LOD (1),146
LOD (2),132
LODE,14
LOFT,11
LOMAPS,20
LOPSTR,567
LORI,279
LOUHI@EMNLP,65
LP,98
LPAR,801
LPAR (short papers),22
LPAR short papers(Yogyakarta),13
LPE,81
LPKM,26
LPKR,10
LPNMR,643
LREC,7740
LSAD@SIGCOMM,22
LSC@ICMR,96
LSDS-IR@SIGIR,19
LSFA,176
LSGCS@L@S,8
LSGRID,16
LSMS/ICSEE (1),116
LSMS/ICSEE (2),128
LSMS/ICSEE (3),81
LSO,51
LSR,27
LSSC,916
LT@ICPE,9
LTA@MM,17
LTC,202
LTEC,159
LTEC@KMO,114
LUV,22
LVA/ICA,316
LWA,603
LWDA,286
LWMOOCS,189
LaCATODA@IJCAI,15
LaTeCH@ACL,88
LaTeCH@EACL,36
LaTiCE,224
Language Computations,12
Language Design and Programming Methodology,18
Language Engineering for Model-Driven Software Development,17
Language Hierarchies and Interfaces,16
Larch,18
Large-Scale Parallel Data Mining,14
LatinCloud,28
Law via the Internet,25
Learning Language in Logic,19
Learning for Natural Language Processing,34
"Learning in School, Home and Community",17
Lectures on Concurrency and Petri Nets,24
Lectures on Data Security,11
Lectures on Proof Verification and Approximation Algorithms,14
LegalAIIA@ICAIL,24
LerNet ALFA Summer School,7
Lessons from Learning,17
Liechtensteinisches Wirtschaftsinformatik-Symposium,102
LifeTech,651
Lifelong Learning in the Digital Age,17
LightSec,42
Linearity&TLLA@IJCAR-FSCD,11
Linearity-TLLA@FLoC,10
Linguistic Annotation Workshop,103
Lipari Summer School,10
Living Machines,540
LoCA,89
LoCoCo,11
LoG,98
LocWeb,48
Local Pattern Detection,15
Local Search for Planning and Scheduling,11
LocalRec@SIGSPATIAL,64
Logic Colloquium,40
Logic and Machines,30
Logic and Random Structures,10
Logic at Work,15
Logic of Programs,116
Logics and Models of Concurrent Systems,18
Louhi@EMNLP,60
LuxLogAI (Student / Workshop Papers),9
M&Ms and EMIDEC/STACOM@MICCAI,44
M&N,276
M-MPAC@Middleware,25
M2P,12
M2VIP,444
M3E2-MLPEED,92
M4IoT@Middleware,42
M4M,41
MA3HMI@ICMI,20
MA3HMI@INTERSPEECH,11
MAAMAW,111
MAB,113
MABS,326
MACE,35
MACIS,127
MACLEAN@PKDD/ECML,30
MACOM,122
MACRo,48
MAD@ICMR,37
MAD@MICCAI,10
MADNES,19
MADiMa @ ACM Multimedia,44
MAED@ACM Multimedia,23
MAI@DisCoTec,12
MAICS,218
MALLOW,97
MALWARE,192
MAM,12
MAM@EGSR,47
MAMUS,13
MAPL@PLDI,28
MAPLE@SPLC,9
MAPR,153
MAPS@PLDI,15
MARBLE,55
MARC Symposium,38
MARK@RE,43
MARS@ETAPS,37
MASCOTS,1648
MASCOTS (Revised Selected Papers),18
MASCOTS Tutorials,18
MASPEGHI@ECOOP,3
MASS,1856
MASS Workshops,72
MASTER@PKDD/ECML,10
MATA,183
MATES,328
MATES@VLDB,11
MAVEBA,351
MBEES,148
MBIA,65
MBMV,527
MBT,63
MBT@ETAPS,27
MC,62
MCBR-CDS,40
MCC@SIGCOMM,24
MCD,21
MCDM,189
MCETECH,86
MCHPC@SC,47
MCIS,594
MCM,241
MCO,100
MCPR,527
MCQMC,50
MCS,234
MCSS,285
MCSoC,490
MCU,128
MCV,94
MCV/BAMBI@MICCAI,20
MCV@MICCAI,17
MD,135
MDA,128
MDAFA,16
MDAI,566
MDDAUI@MoDELS,33
MDHPCL@MoDELS,17
MDIS,48
MDM,858
MDM (1),154
MDM (2),94
MDM/KDD,42
MDTT,54
ME@MoDELS,41
MECC@Middleware,17
MECO,1624
MECOMM@SIGCOMM,20
MED,2159
MEDEA@PACT,51
MEDES,621
MEDI,318
MEDI Workshops,99
MEFISTO,17
MELT,42
MEMICS,121
MEMOCODE,516
MEMSYS,307
MENACOMM,190
MENDEL,62
MEPDaW/LDQ@ESWC,18
MEPDaW@ISWC,24
MERE,24
MERLIN,29
MES,24
MES@ISCA,15
MESA,219
MESAS,275
MESOCA,58
MET@ICSE,62
META,65
META@SPLASH,8
METAVERSE,21
METMBS,226
MFCS,2910
MFCS (1),83
MFCS (2),105
MFCSIT,103
MFDBS,73
MFI,898
MFPS,629
MGC,27
MGC@Middleware,65
MHFI@ICMI,24
MHS,1022
MHV,142
MHVR,31
MIAR,296
MIC,49
MICAD,70
MICAI,796
MICAI (1),509
MICAI (2),502
MICAI (Special Session),37
MICAI (Special Sessions),167
MICCAI,775
MICCAI (1),2139
MICCAI (2),2051
MICCAI (3),1096
MICCAI (4),467
MICCAI (5),382
MICCAI (6),388
MICCAI (7),230
MICCAI (8),276
MICCAI (Challenges),20
MICRADS,42
MICRO,2036
MICSECS,129
MIDAS/PAP@PKDD/ECML,13
MIDAS@PKDD/ECML,28
MIDDLEWEDGE@Middleware,8
MIDI,111
MIDL,391
MIDOG/DRAC@MICCAI,26
MIDOG/MOOD/Learn2Reg@MICCAI,28
MIE,3595
MIET (1),44
MIET (2),62
MIG,459
MIKE,380
MILCOM,2781
MILLanD@MICCAI,48
MILS@HiPEAC,22
MILeS@EC-TEL,30
MIMI,45
MIPPR,63
MIPR,449
MIPRO,3590
MIPS,61
MIRAGE,140
MIREL@JURIX,9
MIRUM,26
MIS4TEL,225
MIS4TEL (Workshops),42
MISC,48
MISDOOM,69
MISNC,314
MISS@AOSD,19
MISSI,176
MIST@CCS,43
MIT-JSME Workshop,30
MIUA,500
MIWAI,395
MIXDES,907
MKM,96
MKM Symposium,11
MKWI,981
MKWI (2),2
ML,462
ML Family/OCaml,5
ML/OCAML,6
ML/OCaml,10
ML4CPS,51
ML4CS,40
ML4CS (1),106
ML4CS (2),105
ML4CS (3),105
ML4H@NeurIPS,136
ML4MHD,14
MLCAD,113
MLCB,32
MLCN@MICCAI,53
MLCSB,10
MLCW,26
MLDM,597
MLDM (1),69
MLDM (2),75
MLDM Posters,73
MLHC,276
MLHPC@SC,44
MLICOM,262
MLICOM (1),73
MLICOM (2),72
MLINI,33
MLINI@NIPS,14
MLIS,95
MLMI,526
MLMI@MICCAI,400
MLMI@MICCAI (1),47
MLMI@MICCAI (2),48
MLMIR@MICCAI,89
MLMTA,163
MLN,116
MLNLP,110
MLSA@PKDD/ECML,117
MLSLP,40
MLSP,1213
MLSys,187
MLVis@EuroVis,18
MM&Sec,261
MM4CH,19
MMAC@MICCAI,12
MMAR,1663
MMAS,37
MMAS/LSMAS/CCMMS,14
MMArt&ACM@ICMR,21
MMAsia,390
MMB,440
MMB/DFT,92
MMBD,122
MMCP,42
MMCS,76
MMDA@ECAI,9
MMDB,28
MMGPS,16
MMM,600
MMM (1),805
MMM (2),803
MMM-ACNS,204
MMMI@MICCAI,27
MMNS,279
MMOSS,13
MMS,97
MMSP,2468
MMSports@MM,88
MMSys,652
MMVE@MMSys,87
MMVR,878
MOBA,22
MOBILESoft,161
MOBILESoft@ICSE,156
MOBILIGHT,137
MOBILWARE,181
MOBIS,50
MOBIWAC,247
MOBMU,166
MOCAST,617
MOCO,353
MOCR@ICDAR,48
MOD,124
MODELSWARD,730
MODELSWARD (Revised Selected Papers),145
MODULARITY,49
MODULARITY (Companion),78
MOL,76
MOMPES,50
MONAMI,307
MORS@RecSys,22
MORSE@STAF,9
MOTOR,115
MOVEP,12
MOZ,27
MPAC,55
MPC,280
MPLR,80
MPM@MoDELS,32
MPRSS,53
MPS@CCS,26
MRC,10
MRC@IJCAI,35
MRS,128
MS,100
MSAN,24
MSCC@MobiHoc,25
MSCPES@CPSIoTWeek,30
MSE,519
MSFP,21
MSFP@ETAPS,17
MSFP@ICALP,10
MSIE,213
MSKI@MICCAI,28
MSM,26
MSM/MUSE,37
MSM/MUSE/SenseML,10
"MSM@WWW,MUSE@PKDD/ECML",8
MSML,95
MSN,1360
MSPC,36
MSPC@PLDI,22
MSPN,136
MSR,1215
